IP_ADDRESS,EMAIL,LATITUDE,JOB_AREA,CURRENCY_NAME,JOB_TYPE,PHONE,DATABASE_COLLATION
28.148.139.112,Jaron_Nienow@gmail.com,-32.5400,Mobility,CFP Franc,Administrator,1-405-721-8689 x582,utf8_unicode_ci
23.159.236.155,Russel95@yahoo.com,-69.2496,Communications,Costa Rican Colon,Planner,1-842-439-1287 x201,ascii_bin
62.110.180.23,Courtney.Keebler64@yahoo.com,-6.4754,Infrastructure,Sudanese Pound,Designer,1-508-104-8586,utf8_general_ci
80.145.108.97,Daisy_Graham@hotmail.com,76.0750,Brand,Philippine Peso,Officer,(362) 142-0695 x4664,utf8_bin
28.48.188.170,Emmy2@hotmail.com,-53.1956,Data,Netherlands Antillian Guilder,Officer,182-732-5332 x6840,cp1250_bin
99.32.32.216,Rickie.Nitzsche@yahoo.com,84.7010,Markets,Rand Namibia Dollar,Representative,751-415-4315 x8164,cp1250_general_ci
111.60.90.47,Ramona4@gmail.com,-76.8912,Metrics,Palladium,Coordinator,(500) 122-4932,utf8_bin
112.201.65.91,Monty10@yahoo.com,19.9373,Infrastructure,Guyana Dollar,Orchestrator,(837) 865-1566 x7089,utf8_unicode_ci
40.135.28.169,Steve_Kris@hotmail.com,-6.5391,Identity,Belarussian Ruble,Engineer,(874) 782-8458 x393,utf8_bin
32.186.187.214,Jamaal_Daugherty13@hotmail.com,-19.9769,Data,Convertible Marks,Officer,913.586.3164 x17761,utf8_bin
178.196.116.232,Verla57@yahoo.com,59.1692,Communications,Bond Markets Units European Composite Unit (EURCO),Associate,485-789-9825 x57713,cp1250_general_ci
33.214.125.138,Gillian_Daniel86@gmail.com,66.0423,Operations,Denar,Specialist,(672) 717-5372 x87126,ascii_bin
126.0.114.118,Alverta28@yahoo.com,-17.9343,Integration,Taka,Technician,061.225.2476 x7969,utf8_bin
106.61.222.222,Fritz34@hotmail.com,-47.9731,Markets,Convertible Marks,Associate,436-660-2063 x1186,cp1250_bin
174.51.103.4,Jermey.Schowalter98@hotmail.com,-19.1921,Implementation,European Monetary Unit (E.M.U.-6),Assistant,(363) 651-6232 x7528,ascii_general_ci
105.4.92.167,Angie37@hotmail.com,31.8304,Web,CFA Franc BEAC,Executive,489.678.8556,utf8_bin
16.37.156.59,Jose27@yahoo.com,82.2969,Applications,Bond Markets Units European Composite Unit (EURCO),Agent,520.113.5785 x7588,cp1250_bin
53.227.188.205,Abigail.Harber65@hotmail.com,15.5272,Mobility,Hong Kong Dollar,Designer,(385) 236-2316 x19933,utf8_general_ci
170.66.222.61,Orie.Cummerata32@yahoo.com,-25.5812,Directives,Hong Kong Dollar,Consultant,350.508.5887,utf8_bin
130.46.197.120,Makayla12@hotmail.com,-8.2024,Applications,Serbian Dinar,Executive,759-924-9156,ascii_bin
151.82.243.21,Landen_Bailey38@yahoo.com,26.1084,Division,Bulgarian Lev,Liaison,(510) 596-0659,ascii_bin
181.204.152.43,Reagan12@yahoo.com,-13.5312,Assurance,Trinidad and Tobago Dollar,Analyst,1-394-689-1475 x649,utf8_unicode_ci
60.182.60.58,Bettye.Fisher59@hotmail.com,-50.4610,Optimization,Belize Dollar,Consultant,463.242.8496,utf8_unicode_ci
188.29.158.210,Taryn5@hotmail.com,-25.7259,Operations,Djibouti Franc,Representative,585-234-0210 x9302,utf8_bin
158.162.112.241,Haven_Beatty@hotmail.com,34.3064,Data,Chilean Peso Unidades de fomento,Analyst,622-472-8157,ascii_bin
230.239.92.125,Mariela89@yahoo.com,62.6144,Response,Zambian Kwacha,Officer,1-497-388-1277 x67296,utf8_unicode_ci
202.240.128.66,Stephen.Romaguera2@yahoo.com,6.9914,Optimization,Liberian Dollar,Consultant,097-428-5849 x702,ascii_bin
76.160.150.132,Webster_Lemke54@gmail.com,-45.3833,Markets,European Unit of Account 17(E.U.A.-17),Associate,1-924-789-5105 x048,utf8_bin
57.22.221.201,Jolie.Kerluke81@hotmail.com,22.8209,Marketing,Manat,Strategist,249-276-9865 x184,utf8_general_ci
104.91.88.195,Zoie1@gmail.com,55.3369,Creative,Indian Rupee,Coordinator,(201) 457-2515,cp1250_bin
3.124.241.209,Gaetano79@yahoo.com,72.4123,Creative,Cordoba Oro,Executive,453-211-0955 x19596,utf8_bin
105.33.168.3,Bart_Lebsack@yahoo.com,47.9052,Functionality,Uganda Shilling,Coordinator,(503) 380-4493 x630,ascii_general_ci
191.97.166.108,Leora_Farrell@gmail.com,-68.3231,Accountability,Taka,Agent,1-534-360-2812,utf8_unicode_ci
46.49.249.153,Joana.McGlynn@gmail.com,56.6463,Identity,Swedish Krona,Producer,959.902.9510,utf8_bin
111.97.94.20,Claire97@yahoo.com,-68.3545,Accountability,Serbian Dinar,Manager,897-217-8830 x51440,cp1250_general_ci
216.110.224.174,Shaina.Lockman@hotmail.com,68.7294,Paradigm,New Leu,Coordinator,1-876-896-7483 x8085,utf8_unicode_ci
195.27.150.44,Beatrice_Pfeffer@gmail.com,-52.2445,Identity,Ethiopian Birr,Associate,527.696.9885 x2173,utf8_bin
194.59.28.183,Sunny.Langworth23@gmail.com,43.8603,Metrics,Jamaican Dollar,Designer,1-944-996-9461,utf8_unicode_ci
145.144.20.162,Roxane_Quigley@gmail.com,-20.7606,Configuration,Turkish Lira,Producer,860.045.6847 x52639,cp1250_bin
55.34.233.53,Jamar42@gmail.com,58.1088,Operations,US Dollar,Administrator,1-760-547-3920 x082,utf8_general_ci
45.213.91.157,Kassandra_Halvorson17@yahoo.com,28.8656,Implementation,Sudanese Pound,Planner,(203) 234-3802,cp1250_bin
176.224.46.206,Randall_Langosh@hotmail.com,-44.6893,Branding,Tala,Officer,(174) 682-7653 x666,utf8_unicode_ci
95.222.48.206,Savanah52@gmail.com,-33.3571,Assurance,Danish Krone,Architect,883.804.7708 x439,utf8_unicode_ci
19.154.47.107,Rogelio.Predovic65@hotmail.com,37.9200,Markets,Hong Kong Dollar,Executive,1-029-717-2059 x3132,cp1250_general_ci
126.99.188.148,Jordi.Schuster@yahoo.com,-79.0746,Configuration,Guyana Dollar,Architect,036-601-8944 x895,cp1250_general_ci
149.249.169.76,Leonardo28@gmail.com,-22.5280,Operations,Uganda Shilling,Director,(767) 377-5203,utf8_general_ci
208.26.253.14,Kacie.Shanahan3@gmail.com,-19.5964,Data,Somoni,Facilitator,358.602.9946 x995,utf8_unicode_ci
9.10.162.181,Brianne.Treutel@gmail.com,-77.9300,Factors,UIC-Franc,Specialist,1-086-387-7678,cp1250_bin
219.79.192.186,Nakia.Goodwin@hotmail.com,-36.1837,Operations,Pakistan Rupee,Technician,537-645-1990,utf8_general_ci
135.14.154.38,Bette_Jenkins@hotmail.com,80.1125,Infrastructure,Quetzal,Designer,729-670-6665,utf8_bin
154.161.221.220,Theresa.Barton@gmail.com,-33.7674,Data,Uganda Shilling,Facilitator,160-005-3050 x44250,cp1250_bin
204.103.68.44,Sandy_Hackett@yahoo.com,61.4018,Research,Forint,Director,(485) 434-0924 x6646,utf8_general_ci
161.193.176.69,Gaston_Williamson@gmail.com,-68.0659,Web,Pound Sterling,Administrator,(009) 866-6420,utf8_general_ci
81.44.116.22,Nolan14@gmail.com,-27.3549,Markets,Sudanese Pound,Liaison,(874) 922-3940 x4186,utf8_unicode_ci
250.4.140.229,Sim.Daugherty17@yahoo.com,-88.7304,Brand,Brunei Dollar,Technician,(501) 831-7297,utf8_general_ci
115.110.175.129,Cleora.McKenzie@hotmail.com,-42.7584,Implementation,Rand Namibia Dollar,Producer,759-129-2819 x05750,cp1250_general_ci
207.132.43.219,Clemens_Weissnat68@gmail.com,22.9380,Paradigm,Balboa US Dollar,Representative,805-103-1076,ascii_general_ci
206.11.5.211,Breanna_Ratke@hotmail.com,80.5385,Factors,CFP Franc,Architect,(346) 666-7824,cp1250_bin
167.5.108.177,Mckenzie.Kunze19@hotmail.com,-76.9957,Factors,Uzbekistan Sum,Developer,1-490-538-5661,ascii_general_ci
253.61.144.58,Reilly.Bechtelar61@gmail.com,36.6092,Intranet,New Leu,Engineer,(601) 320-3810,ascii_general_ci
45.65.12.81,Lue.Will43@gmail.com,-78.2391,Quality,Kroon,Representative,1-982-615-5013,ascii_bin
162.181.13.52,Maurine.Parker@yahoo.com,55.8812,Infrastructure,Rupiah,Executive,007-205-9496,utf8_unicode_ci
125.9.244.255,Rocky_Prosacco33@hotmail.com,-43.5943,Metrics,Seychelles Rupee,Strategist,422-753-2561 x0415,utf8_bin
146.106.230.91,Bettye_Cruickshank9@hotmail.com,87.4832,Data,Qatari Rial,Representative,608-889-9780 x214,cp1250_general_ci
112.162.120.139,Neoma_McGlynn@yahoo.com,84.9159,Assurance,Yemeni Rial,Officer,559-218-9219,utf8_general_ci
82.237.63.243,Michaela_White@gmail.com,76.4736,Communications,Dalasi,Administrator,113.029.0493,cp1250_general_ci
91.155.167.79,Ulises_Hackett@gmail.com,-53.0855,Implementation,East Caribbean Dollar,Director,043.347.6298,utf8_general_ci
211.153.122.106,Omer3@yahoo.com,8.8990,Accounts,El Salvador Colon US Dollar,Officer,929-195-3602 x2351,cp1250_general_ci
199.128.133.186,Hilda.Muller8@gmail.com,37.9237,Applications,Cayman Islands Dollar,Coordinator,654-413-2866 x784,utf8_general_ci
210.251.223.245,Hillary46@yahoo.com,-59.6151,Operations,US Dollar,Orchestrator,1-574-088-8387 x2209,ascii_bin
24.123.84.20,Charlie_Hartmann19@yahoo.com,75.7332,Identity,Mauritius Rupee,Strategist,025.227.2800,cp1250_bin
46.14.132.41,Garth92@gmail.com,10.4199,Usability,Chilean Peso Unidades de fomento,Facilitator,069-845-6147,cp1250_general_ci
221.223.15.130,Kiera.Moore73@gmail.com,20.0225,Security,New Zealand Dollar,Administrator,399-163-0044 x498,ascii_bin
59.140.167.178,Keven81@hotmail.com,-12.9041,Implementation,Convertible Marks,Facilitator,055.767.9974 x80393,utf8_general_ci
110.12.56.176,Roxanne_Stanton@gmail.com,23.3113,Response,Riel,Liaison,1-808-525-2501,utf8_bin
8.116.200.34,Taylor.Dooley@hotmail.com,-69.5861,Infrastructure,Pakistan Rupee,Agent,174-746-3615 x06121,utf8_bin
194.77.215.174,Orland_Hudson@yahoo.com,-22.1361,Quality,Pa'anga,Orchestrator,418.494.5523,cp1250_general_ci
188.227.16.255,Ahmad.Kutch@gmail.com,-46.7220,Data,Aruban Guilder,Administrator,798.173.4887,cp1250_bin
145.128.128.166,Lisette39@gmail.com,60.5808,Implementation,New Israeli Sheqel,Consultant,909-186-8228,utf8_bin
102.243.117.57,Rollin1@hotmail.com,-89.5881,Optimization,Yemeni Rial,Administrator,1-466-740-5334 x91488,utf8_bin
241.36.25.67,Dandre.Stark@hotmail.com,61.9490,Functionality,Lilangeni,Agent,539.487.6260 x34793,utf8_bin
57.238.125.82,Alda_Mueller@gmail.com,-21.7110,Accountability,Canadian Dollar,Manager,(950) 789-4084 x3477,utf8_bin
60.182.240.47,Elouise6@hotmail.com,-44.5237,Solutions,Kwanza,Specialist,1-688-183-7680 x7735,utf8_general_ci
56.193.103.167,Cedrick.Howe@hotmail.com,-61.9729,Markets,Kroon,Administrator,609-484-1490,ascii_general_ci
184.184.247.179,Claude_Hoppe@gmail.com,-39.6405,Accounts,Bermudian Dollar (customarily known as Bermuda Dollar),Planner,1-599-160-2483,utf8_unicode_ci
15.9.10.129,Christiana11@hotmail.com,16.9362,Infrastructure,Pound Sterling,Executive,400-906-3710 x060,ascii_general_ci
153.1.168.230,Eden_Kautzer@gmail.com,-30.8654,Tactics,Falkland Islands Pound,Liaison,023.370.8243 x833,ascii_general_ci
233.121.9.171,Anika.Kuhn25@gmail.com,47.0034,Identity,Seychelles Rupee,Facilitator,1-761-599-2315 x8886,utf8_unicode_ci
212.23.63.121,Marlene.Abshire@yahoo.com,68.4988,Assurance,Som,Designer,761.412.3103 x482,ascii_general_ci
210.58.0.181,Cornelius_Simonis@gmail.com,-16.1050,Security,Yemeni Rial,Coordinator,(481) 857-0974 x3687,utf8_unicode_ci
152.40.111.41,Roscoe.Stanton17@gmail.com,33.7247,Communications,Bond Markets Units European Composite Unit (EURCO),Representative,487-887-8544 x55158,ascii_general_ci
122.222.86.67,Jackson12@yahoo.com,-68.6812,Optimization,Pataca,Supervisor,222-836-8393 x9333,utf8_bin
51.217.11.51,Alva.White@gmail.com,74.1755,Research,Silver,Coordinator,(593) 201-5210,cp1250_general_ci
177.132.235.170,Cleo15@hotmail.com,55.8284,Division,Nepalese Rupee,Architect,125.898.6986,ascii_general_ci
12.188.34.31,Dayana.Gibson95@yahoo.com,67.4723,Functionality,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Architect,(347) 568-1809,cp1250_general_ci
141.137.211.182,Chloe14@hotmail.com,-87.1512,Implementation,CFA Franc BEAC,Representative,1-926-443-3191,utf8_bin
21.9.95.172,Misael_Rodriguez43@gmail.com,-89.3468,Integration,Kwanza,Orchestrator,1-395-418-3235 x400,cp1250_general_ci
218.92.218.181,Ethyl81@hotmail.com,-42.6451,Group,Dalasi,Officer,503.600.0468,utf8_unicode_ci
88.245.218.107,Sasha89@yahoo.com,-68.0364,Assurance,Rial Omani,Facilitator,(361) 922-6678,cp1250_general_ci
124.91.146.245,Granville_Hauck@hotmail.com,34.3597,Response,Ethiopian Birr,Assistant,420-466-2755,cp1250_general_ci
131.89.149.86,Kasey97@gmail.com,-82.2982,Marketing,CFP Franc,Administrator,318-339-2830 x8543,utf8_unicode_ci
42.71.170.110,Glennie_Balistreri@yahoo.com,-34.1369,Factors,Tunisian Dinar,Supervisor,401-536-0207,cp1250_general_ci
4.110.31.127,Winfield.Simonis16@yahoo.com,-69.6004,Usability,Platinum,Facilitator,062-143-6851 x049,cp1250_bin
5.62.121.171,Max_Tremblay@gmail.com,57.6054,Marketing,Tanzanian Shilling,Engineer,(122) 044-4457,ascii_bin
45.18.122.213,Kamren85@gmail.com,45.6239,Usability,Taka,Representative,1-826-623-9720,ascii_bin
136.246.142.218,Eloy_Tromp@hotmail.com,78.4664,Accountability,Kenyan Shilling,Officer,595-812-5158,ascii_bin
202.245.182.89,Wendy_Mraz@hotmail.com,40.6764,Factors,Uzbekistan Sum,Orchestrator,378-229-7433,cp1250_general_ci
88.179.136.38,Kendrick11@yahoo.com,-27.8385,Functionality,Cape Verde Escudo,Producer,1-793-005-2942,ascii_bin
201.181.163.84,Dell77@gmail.com,33.9822,Brand,Fiji Dollar,Architect,834.775.2176 x164,utf8_bin
224.165.30.86,Trevor99@yahoo.com,-85.1103,Infrastructure,Serbian Dinar,Designer,(550) 828-3166 x7321,ascii_general_ci
25.7.174.255,Kassandra.Harvey@gmail.com,-59.3319,Applications,Rial Omani,Developer,(887) 891-9193 x21369,utf8_unicode_ci
196.93.133.58,Cara.Veum21@hotmail.com,-60.7499,Operations,Dong,Director,1-726-671-2733,utf8_unicode_ci
143.132.114.181,Markus97@hotmail.com,45.5601,Operations,Ethiopian Birr,Consultant,577.843.3191 x404,utf8_general_ci
169.14.250.184,Chesley54@yahoo.com,44.0964,Creative,Belarussian Ruble,Planner,(817) 925-2203 x8749,ascii_bin
72.187.64.45,Iliana.Murphy@gmail.com,56.7860,Mobility,Lek,Director,245.591.8425 x95656,ascii_general_ci
223.116.58.120,Kristin.Hilll61@yahoo.com,9.6389,Security,Brunei Dollar,Orchestrator,482.879.9852 x537,ascii_bin
105.152.65.221,Stephany.Kessler15@yahoo.com,49.2725,Accounts,Guarani,Administrator,812-491-6743,ascii_bin
228.76.66.120,Ross.Kub@yahoo.com,83.6270,Infrastructure,Serbian Dinar,Liaison,(160) 160-1274,ascii_general_ci
189.115.209.145,Sofia_Wolf@yahoo.com,31.9018,Communications,El Salvador Colon US Dollar,Director,(481) 324-3949 x315,utf8_bin
67.152.116.83,Alyce_Kihn60@hotmail.com,44.5378,Intranet,Saudi Riyal,Manager,672-924-8217,utf8_general_ci
131.184.140.137,Hiram20@hotmail.com,65.8726,Security,Burundi Franc,Coordinator,280-350-1059,ascii_bin
187.234.168.73,Dixie.Morar@hotmail.com,-72.7961,Identity,Mauritius Rupee,Coordinator,611-696-2106,utf8_unicode_ci
36.185.179.204,Monserrate_Hermiston95@yahoo.com,4.7592,Communications,Boliviano Mvdol,Associate,671.878.5950 x3245,utf8_bin
182.33.255.18,Kamryn_Farrell45@hotmail.com,19.0085,Intranet,Argentine Peso,Architect,(478) 695-0044,ascii_general_ci
213.191.129.212,Donnie.Cummings13@gmail.com,12.9861,Accountability,Azerbaijanian Manat,Facilitator,(340) 324-6185,ascii_general_ci
130.155.196.222,Jessica_Crooks85@gmail.com,12.1327,Data,Liberian Dollar,Liaison,(134) 943-4927 x37694,utf8_general_ci
252.78.24.9,Fabian_Sauer@hotmail.com,-2.7628,Implementation,Gibraltar Pound,Engineer,(613) 078-7800,ascii_general_ci
3.179.144.238,Jaquan2@gmail.com,77.2047,Quality,Moroccan Dirham,Facilitator,1-582-541-4736 x33856,utf8_general_ci
201.40.151.80,Maryse3@yahoo.com,70.3060,Directives,Iraqi Dinar,Representative,(811) 393-0187,utf8_unicode_ci
136.37.13.176,Alba_McGlynn3@hotmail.com,-77.8462,Markets,Lek,Facilitator,576.891.4391 x629,cp1250_general_ci
173.56.45.120,Madeline66@hotmail.com,81.9805,Optimization,Singapore Dollar,Planner,998.030.6378 x934,utf8_unicode_ci
6.163.43.18,Ardella_Boyer@hotmail.com,-40.4411,Applications,Brazilian Real,Associate,926.228.5886 x03252,utf8_general_ci
138.6.22.146,Jaunita_Ullrich@yahoo.com,10.8532,Applications,Somoni,Strategist,(112) 279-6219,utf8_general_ci
45.124.184.104,Landen.Cruickshank@gmail.com,77.5439,Program,Cape Verde Escudo,Representative,812-309-2419 x4615,utf8_general_ci
180.72.181.142,Gwendolyn_McGlynn@hotmail.com,86.4230,Interactions,Brazilian Real,Coordinator,163-196-1012 x9413,utf8_general_ci
174.246.219.159,Letha.Jacobs10@hotmail.com,19.8646,Integration,Indian Rupee Ngultrum,Coordinator,988.392.2027,ascii_general_ci
217.155.200.206,Brandon.Auer@gmail.com,36.6399,Identity,Belarussian Ruble,Specialist,015-808-1533 x6914,utf8_unicode_ci
3.74.17.131,Norberto.Dietrich36@hotmail.com,-36.9309,Markets,SDR,Technician,870.864.1520 x3236,cp1250_general_ci
32.32.186.97,Giles90@hotmail.com,-82.6708,Operations,El Salvador Colon US Dollar,Technician,(111) 157-7101,utf8_general_ci
217.156.184.89,Michale_Smith49@gmail.com,-57.8021,Creative,Rial Omani,Designer,316.188.6154 x51857,cp1250_general_ci
25.161.153.61,Stephen_Johnson@hotmail.com,-37.1032,Accountability,Belize Dollar,Executive,(871) 455-4331 x13175,utf8_general_ci
25.49.74.112,Marilou_Little@hotmail.com,54.6985,Assurance,Danish Krone,Engineer,474-755-3907 x0387,cp1250_general_ci
59.57.74.232,Aurelie.Connelly48@gmail.com,-75.4604,Security,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Consultant,(355) 837-1516 x6815,utf8_unicode_ci
174.14.67.100,Anastacio.Terry10@hotmail.com,6.8612,Implementation,Bahamian Dollar,Director,(328) 465-8500 x75406,utf8_bin
91.40.23.7,Megane.Kohler@hotmail.com,-14.3140,Factors,New Taiwan Dollar,Representative,335-098-4129 x7834,ascii_general_ci
140.200.160.67,Cory51@gmail.com,-44.1393,Creative,Libyan Dinar,Administrator,929.728.4301 x39276,ascii_general_ci
144.221.80.27,Pearline35@yahoo.com,-22.5968,Program,Yuan Renminbi,Designer,1-872-475-3211 x027,ascii_general_ci
8.159.230.55,Will32@gmail.com,36.1813,Markets,Cordoba Oro,Supervisor,066-655-4687 x40362,utf8_bin
144.255.219.137,Rosalinda59@hotmail.com,-84.1670,Factors,Bond Markets Units European Composite Unit (EURCO),Director,(840) 405-2656 x379,utf8_bin
56.6.46.31,Lavinia.Deckow13@gmail.com,2.0963,Tactics,Moldovan Leu,Coordinator,(380) 672-1179 x5161,utf8_general_ci
10.172.166.204,Lilliana53@gmail.com,74.4607,Data,Philippine Peso,Consultant,1-637-924-8899,utf8_unicode_ci
236.195.128.138,Bo.Williamson93@yahoo.com,-17.4609,Assurance,Netherlands Antillian Guilder,Designer,(563) 007-9395 x974,utf8_general_ci
121.31.74.243,Carolina.Walsh87@hotmail.com,23.2868,Operations,Hong Kong Dollar,Facilitator,087.349.7845,utf8_bin
247.60.55.40,Margarete17@yahoo.com,84.4445,Security,Bond Markets Units European Composite Unit (EURCO),Representative,(117) 746-9328 x99025,utf8_bin
189.46.73.174,Earline82@yahoo.com,67.9618,Identity,Afghani,Specialist,121.156.8917 x12689,ascii_bin
204.176.59.254,Geo19@yahoo.com,10.5969,Operations,Syrian Pound,Developer,346.760.2934 x692,cp1250_bin
227.168.198.15,Tavares_Cummings@hotmail.com,-48.1420,Accountability,Comoro Franc,Consultant,1-689-881-1158,utf8_bin
137.61.130.116,Shanelle_Dare@hotmail.com,34.8092,Division,Saudi Riyal,Analyst,530-637-1620 x4013,utf8_bin
86.189.175.62,Carlos68@yahoo.com,-70.5353,Division,Philippine Peso,Orchestrator,948-822-2994,utf8_bin
21.164.253.42,Alejandrin.Maggio31@hotmail.com,17.7990,Data,Zambian Kwacha,Facilitator,480-934-2638 x23900,utf8_bin
249.228.75.181,Giles.Klein@gmail.com,21.4342,Markets,Kip,Analyst,1-949-153-1047 x1246,cp1250_bin
238.208.219.159,Jolie_Hand85@gmail.com,-2.8350,Optimization,Pound Sterling,Director,316.374.9654,utf8_general_ci
116.139.60.53,Roosevelt72@yahoo.com,-60.8213,Paradigm,Aruban Guilder,Planner,1-550-392-8325 x04159,cp1250_bin
98.136.134.4,Sunny14@gmail.com,-11.3912,Accounts,Danish Krone,Executive,1-747-564-5090,utf8_bin
186.143.35.225,Edmund_Dare@hotmail.com,-21.8615,Program,Kyat,Representative,040-983-3274 x895,cp1250_bin
179.91.231.229,Jayne80@yahoo.com,-49.3817,Accounts,Swedish Krona,Developer,421-181-5440 x0905,ascii_general_ci
62.101.184.244,Syble.Dach60@hotmail.com,-50.0733,Data,Algerian Dinar,Assistant,353.682.9608 x709,utf8_general_ci
118.101.252.49,Jerrold.Hudson47@yahoo.com,2.8373,Markets,Nepalese Rupee,Coordinator,431-893-7833 x1567,cp1250_bin
110.128.176.11,Lucio.Hagenes55@yahoo.com,-0.5313,Paradigm,CFA Franc BEAC,Coordinator,(500) 900-2031,cp1250_bin
201.58.226.139,Abe_Brown96@gmail.com,-12.6832,Group,Kenyan Shilling,Orchestrator,1-799-000-4755,ascii_general_ci
221.214.68.250,Maxwell.Maggio@gmail.com,20.9005,Applications,Rand,Architect,652-876-2053 x99983,cp1250_bin
88.3.209.22,Gus93@hotmail.com,-81.4755,Research,Lithuanian Litas,Producer,(864) 998-0582,utf8_unicode_ci
100.51.122.132,Kieran.Reichert80@hotmail.com,-77.5714,Division,UAE Dirham,Liaison,949-323-7267 x3312,utf8_unicode_ci
116.226.151.242,Violette.Franecki73@gmail.com,22.4378,Interactions,Mexican Peso Mexican Unidad de Inversion (UDI),Coordinator,102.149.2442,utf8_unicode_ci
65.158.164.36,Ayden_Kohler47@hotmail.com,-27.8107,Functionality,Rand Loti,Strategist,406.639.2174 x81368,utf8_bin
114.113.183.61,Antonia.Lesch@yahoo.com,-70.8243,Paradigm,Indian Rupee,Coordinator,964-802-2887 x0556,utf8_unicode_ci
55.196.126.64,Janis_Hermiston58@hotmail.com,4.7610,Accountability,Riel,Associate,699-409-9700,cp1250_bin
125.202.245.130,Luciano28@yahoo.com,54.1634,Factors,Gold,Analyst,661.307.5725,cp1250_general_ci
219.159.184.215,Kyla15@hotmail.com,-20.2854,Markets,Tugrik,Engineer,513-250-7267 x82640,utf8_bin
38.124.215.165,Dante59@gmail.com,-53.0999,Accounts,Bermudian Dollar (customarily known as Bermuda Dollar),Associate,(466) 247-9984,ascii_bin
119.236.44.113,Noemy_Yundt37@gmail.com,76.6435,Identity,Singapore Dollar,Strategist,723-764-4781 x85630,ascii_general_ci
55.131.28.167,Una.Champlin@gmail.com,69.4113,Division,Turkish Lira,Agent,1-941-458-1309 x06368,cp1250_general_ci
85.46.179.48,Gayle_Bartell37@gmail.com,-34.2797,Group,Moroccan Dirham,Producer,(118) 561-6523,utf8_unicode_ci
171.160.11.76,Ari.Bernhard@hotmail.com,81.4499,Mobility,Tenge,Planner,444-244-0071 x35401,cp1250_bin
100.165.221.201,Isaac.Gerhold56@yahoo.com,-25.3627,Solutions,Aruban Guilder,Director,1-865-343-4176,ascii_bin
198.78.138.221,Danial.Strosin41@hotmail.com,-37.2267,Assurance,Bond Markets Units European Composite Unit (EURCO),Technician,093-977-9809 x3159,ascii_general_ci
161.137.156.32,Reynold_Weissnat69@hotmail.com,12.6047,Quality,North Korean Won,Analyst,1-571-838-5388,ascii_general_ci
119.206.95.232,Thora.Powlowski@hotmail.com,-44.5344,Group,Rwanda Franc,Facilitator,(863) 176-3616 x97559,ascii_bin
37.146.30.100,Walker_Will53@gmail.com,79.2828,Creative,Bulgarian Lev,Facilitator,(706) 928-5243,ascii_general_ci
169.113.168.72,Jazmyn4@gmail.com,-22.5414,Interactions,Ethiopian Birr,Administrator,1-537-214-7821 x972,utf8_unicode_ci
14.114.59.30,Teagan.Howell90@gmail.com,-55.5506,Marketing,Lilangeni,Consultant,1-996-395-4100 x978,ascii_bin
174.182.133.215,Hudson.Abshire73@gmail.com,14.8849,Group,New Israeli Sheqel,Consultant,(174) 747-3104,utf8_general_ci
208.81.138.80,Waino75@hotmail.com,50.0845,Configuration,Danish Krone,Developer,(535) 185-7987 x284,utf8_bin
37.60.166.226,Keon.White95@yahoo.com,-20.3884,Division,Norwegian Krone,Associate,939-072-3507,utf8_unicode_ci
120.119.242.108,Nicola_McGlynn38@yahoo.com,-42.0266,Functionality,Gibraltar Pound,Architect,674-105-4517,cp1250_general_ci
57.120.180.79,Allison17@hotmail.com,-51.6018,Tactics,Brunei Dollar,Technician,(791) 350-7415 x20071,ascii_bin
236.65.58.191,Cletus_Kling12@yahoo.com,6.9986,Program,Naira,Producer,(814) 144-4264,ascii_bin
206.44.249.28,Kian76@hotmail.com,-44.1850,Security,Danish Krone,Engineer,1-783-487-9782 x49492,utf8_bin
47.236.229.102,Cleve96@hotmail.com,-63.7688,Applications,European Unit of Account 17(E.U.A.-17),Developer,1-204-180-1277,cp1250_bin
207.162.92.177,Ola.Hintz28@yahoo.com,-20.4233,Markets,Libyan Dinar,Specialist,1-096-966-0346,cp1250_bin
198.45.31.180,Alaina_Murazik4@yahoo.com,70.6978,Data,Singapore Dollar,Director,1-827-452-5579,ascii_general_ci
40.112.228.5,Helga.Feeney92@hotmail.com,-70.4642,Creative,Uzbekistan Sum,Designer,1-779-537-0740 x9335,cp1250_bin
132.193.54.248,Clay_Steuber@gmail.com,45.7642,Identity,Codes specifically reserved for testing purposes,Executive,(536) 916-1066,utf8_bin
201.58.210.32,Jayson2@yahoo.com,19.4930,Solutions,Tanzanian Shilling,Producer,(482) 565-8194 x9138,utf8_unicode_ci
116.170.67.160,Norberto_Altenwerth38@gmail.com,30.8955,Interactions,Jamaican Dollar,Specialist,183.340.7942 x92128,cp1250_bin
114.233.210.210,Vida64@yahoo.com,-12.0985,Accounts,Guyana Dollar,Analyst,(489) 338-0288 x09787,utf8_general_ci
10.48.13.107,Dakota.Sporer40@yahoo.com,-68.9599,Factors,Qatari Rial,Developer,1-497-143-8852,ascii_general_ci
170.202.2.237,Kaycee_Murazik@hotmail.com,-17.7137,Applications,Naira,Liaison,(492) 522-5834 x3336,utf8_unicode_ci
128.110.219.96,Zachariah_Lesch35@yahoo.com,5.4938,Assurance,Jamaican Dollar,Analyst,259.802.7165,cp1250_bin
